text,label
"[ORGANIZATION] [ID] [KPP] [LOCATION] [CONTACT] [ORGANIZATION] [CONTACT] Исх. No [DOCUMENT_NUMBER] от [DATE_TIME] Генеральному директору [PERSON] [PERSON] Уважаемый [PERSON]! [ORGANIZATION] выражает Вам свою признательность за длительные партнерские отношения в части аренды офисных площадей в [OBJECT]. В ответ на Ваше обращение, письмо исх.No [DOCUMENT_NUMBER] от [DATE_TIME], о продлении Договора No [DOCUMENT_NUMBER]/[DOCUMENT_NUMBER]/[DOCUMENT_NUMBER]/[DOCUMENT_NUMBER]/[DOCUMENT_NUMBER] от [DATE_TIME] сообщаем следующее. Поддерживаем Ваше предложение по пролонгации указанного выше договора, при этом предлагаем учесть следующие объективно существенные моменты: * за пять лет действия данного договора увеличение ставки аренды было произведено лишь дважды, а в период 2020-2021 годов по обращению [ORGANIZATION], несмотря на сложную рыночную ситуацию, была предоставлена скидка; * действующая ставка аренды, без преувеличения, ниже рыночной в два раза; * прирост рыночных ставок аренды за период 2021/2025 года составил 125,6; * реактивный рост стоимости эксплуатации, изменения в стоимости услуг только в 2024 году по разным позициям составили от 25 до 55. Даже при таком существенном росте затрат и фактически фиксированной ставке аренды [ORGANIZATION], являясь ответственным собственником коммерческой недвижимости, прилагает все усилия по сохранению качества услуг и безопасности на объекте и на сегодняшний день [OBJECT] действительно является одним из самых комфортных, безопасных и привлекательных офисных объектов города. Да, мы безусловно ценим вклад [ORGANIZATION] в обновление интерьеров занимаемых помещений, думаем, что и компании Группы [ORGANIZATION], находящиеся в здании с момента открытия, учитывают существенные дополнительные вложения [ORGANIZATION], связанные с созданием дополнительных параметров комфорта в здании по заказу указанных выше компаний. Общей стоимость данных вложение составляет более [FINANCIAL_DATA] руб. Предлагаем пролонгировать данный договор до даты окончания основного договора аренды No [DOCUMENT_NUMBER] от [DATE_TIME]. Установить реальные рыночные параметры договорных отношений, отраженные в направленном нами коммерческом предложении и продлить срок действия единого контракта на 5 и более лет. Предложение составлено исключительно в рамках принципиальных договоренностей сторон, достигнутых с представителями [ORGANIZATION] в [DATE_TIME], а именно: применение рыночной ставки аренды. Предлагаем провести очные встречи для консультаций сторон и выработки вариантов оформления договорных отношений. Генеральный директор [PERSON]",Генеральный директор
"[ORGANIZATION] Публичное акционерное общество [ORGANIZATION] ([ORGANIZATION]) Адрес для почтовой корреспонденции: БОКС No1255, [LOCATION], [DATE_TIME] Юридический адрес: [LOCATION] тел.: [CONTACT], факс: [CONTACT], телекс: [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION] ОКПО [ID], ОГРН [ID], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [ORGANIZATION] на [DOCUMENT_NUMBER] на [DOCUMENT_NUMBER] в рамках [DOCUMENT_NUMBER] Уважаемый [PERSON]! Письмом [ORGANIZATION] ([ORGANIZATION]) от [DATE_TIME] No [DOCUMENT_NUMBER] направлены проекты дополнительных соглашений к долгосрочным рисковым операторским договорам по разработке [OBJECT] ([DOCUMENT_NUMBER]) и северной части [OBJECT] ([DOCUMENT_NUMBER]) (далее – [DOCUMENT_NUMBER]), которые учитывают в формуле операторского вознаграждения дополнительный коэффициент (Z), увеличивающий операторское вознаграждение на величину, равную компенсации изменения арендных платежей в результате переоценки основных средств [ORGANIZATION] с [DATE_TIME]. Включение дополнительного коэффициента позволит [ORGANIZATION] уплачивать повышенную аренду, при этом разницу повышенной аренды будет компенсировать недропользователь в оплате операторского вознаграждения через коэффициент (Z). Письмом от [DATE_TIME] No [DOCUMENT_NUMBER] [ORGANIZATION] (далее – [PERSON]) согласован подход о включении дополнительного коэффициента (Z) в формулу операторского вознаграждения вышеуказанных [DOCUMENT_NUMBER] для целей компенсации повышения арендной платы. При этом, [ORGANIZATION] (далее – [PERSON]) предложено согласовать в рамках [ORGANIZATION] формулировки к определениям арендных платежей, предложенные [ORGANIZATION] в дополнительном соглашении к [DOCUMENT_NUMBER]. Учитывая, что с одной стороны увеличение стоимости арендных платежей приводит к снижению показателей экономической эффективности реализации проектов [ORGANIZATION] в рамках [DOCUMENT_NUMBER], а с другой стороны фактические исходные данные в финансово-экономических моделях (цена нефти марки Брент, объемы добычи УВ, капитальные вложения и эксплуатационные затраты) приводят к увеличению показателей экономической эффективности (в связи с тем, что в финансово-экономических моделях приняты весьма консервативные исходные данные), для подтверждения целесообразности компенсации увеличения стоимости арендных платежей считаем необходимым представить в [ORGANIZATION] ([PERSON]) в срок до [DATE_TIME] финансово-экономические модели с отражением фактических данных (объемы добычи, капитальные и операционные затраты, выручка от продажи углеводородов, определенная от фактических цен реализации/оплаты услуг и т.д.) за прошедший период эксплуатации месторождений в рамках [DOCUMENT_NUMBER]. Заместитель начальника Департамента [PERSON] [PERSON] ([CONTACT])",Генеральный директор
"АКЦИОНЕРНОЕ ОБЩЕСТВО [ORGANIZATION] ИНН [ID] КПП [ID] [LOCATION] Деловой Дом [PERSON] [CONTACT] Исх. No [DOCUMENT_NUMBER] от [DATE_TIME] Генеральному директору [PERSON] Уважаемый [PERSON]! Направляем в Ваш адрес обновленное коммерческое предложение по аренде офисных помещений для нужд [ORGANIZATION] в Деловом Доме [PERSON] ([LOCATION]). Прилагаемое предложение содержит условия, оговоренные сторонами на совместной встрече [DATE_TIME]. Скан образ приложения направлен в [TIME] [DATE_TIME] на адрес электронной почты: [CONTACT]. Приложение: - Коммерческое предложение. Генеральный директор [PERSON]",Генеральный директор
"[ORGANIZATION] [LOCATION] [CONTACT] [DATE_TIME] No [DOCUMENT_NUMBER] Руководителям предприятий О проведении ЭнергоТехноФест Уважаемые руководители! В июле [DATE_TIME] в г. [LOCATION] пройдет Международный фестиваль инноваций и технологического предпринимательства в энергетике ЭнергоТехноФест. Организатором мероприятия выступает экосистема поддержки технологического предпринимательства Энерготехнохаб [ORGANIZATION], созданная при участии [ORGANIZATION] и [ORGANIZATION]. Первый Фестиваль прошел [DATE_TIME] на территории промышленно-технологического кластера в г. [LOCATION] и собрал более [FINANCIAL_DATA] компаний и свыше [FINANCIAL_DATA] гостей, в том числе из [COUNTRY], [COUNTRY], [COUNTRY] и [COUNTRY]. В связи с этим прошу рассмотреть возможность участия и спонсорства фестиваля. Контактное лицо от Энерготехнохаб [ORGANIZATION]: [PERSON], специалист по коммуникациям, тел.: [CONTACT], эл.почта: [CONTACT]. Приложение: на [FINANCIAL_DATA] л. С уважением, Первый заместитель министра [PERSON] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат [ID] Владелец [PERSON] [ID] Действителен с [DATE_TIME] по [DATE_TIME] [PERSON] [PERSON] [CONTACT]",Генеральный директор
"[ORGANIZATION] Публичное акционерное общество [ORGANIZATION] Адрес для почтовой корреспонденции: [LOCATION] Юридический адрес: [LOCATION] тел.: [CONTACT], факс: [CONTACT], телекс: [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION] ОКПО [ID], ОГРН [ID], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [ORGANIZATION] рассмотрении инцидентов на [OBJECT] Уважаемые коллеги! Департамент [ORGANIZATION] ([PERSON]) проведет [DATE_TIME] в [TIME] (МСК) совещание в формате ВКС по коллегиальному рассмотрению причин возникновения инцидентов и дополнительных работ при строительстве скважин No [NUMBER], [NUMBER], [NUMBER] [OBJECT] по адресу: г. [LOCATION], [ADDRESS], корп. [NUMBER], стр. [NUMBER], [BUILDING], ауд. No [NUMBER]. Вся документация для рассмотрения, представленная [ORGANIZATION] инвест, размещена в группе на Корпоративном портале [ORGANIZATION]. Просим Вас в срок не позднее [DATE_TIME] направить сведения об участниках и месте подключения к ВКС на электронные адреса [CONTACT]. Приложение: 1. Программа совещания на 2 л. 2. Сводная информация о позициях участников совещания на 3 л. 3. Реестр инцидентов и осложнений на 1 л. ВРИО заместителя начальника Департамента - начальника Управления [PERSON] [PERSON] ([CONTACT])",Генеральный директор
"Муниципальный район [PERSON] Республики [ORGANIZATION] [ORGANIZATION] [LOCATION] Тел. [CONTACT] e-mail: [CONTACT] [DATE_TIME] [DOCUMENT_NUMBER] Руководителю [ORGANIZATION] [PERSON] О предоставлении данных для формирования прогноза СЭР на [DATE_TIME] Уважаемый [PERSON]! Администрация муниципального района [PERSON] просит Вас предоставить информацию об экономических показателях Вашего предприятия, осуществляющего деятельность на территории [PERSON], для формирования прогноза СЭР [PERSON] на [DATE_TIME] по прилагаемой форме. Конфиденциальность полученной информации гарантируем. Показатели предприятий будут включены в общие прогнозные данные по району, без упоминания предприятия. Будем признательны за предоставление запрашиваемой информации в срок до [DATE_TIME] на электронный адрес: [CONTACT]. Приложение: 1. Форма для заполнения на 1 л. в 1 экз. 2. Дефляторы на 1 л. 3. Сценарные условия на 12 л. Глава ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат [ID] Владелец [PERSON] Действителен с [DATE_TIME] по [DATE_TIME] [PERSON]",Генеральный директор
"[ORGANIZATION] Публичное акционерное общество [ORGANIZATION] Адрес для почтовой корреспонденции: [LOCATION] Юридический адрес: [LOCATION] тел.: [CONTACT], факс: [CONTACT], телекс: [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION] [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от Об участии в заседании [OBJECT] 6 февраля [DATE_TIME] Уважаемые руководители! В соответствии с графиком заместителя Председателя Правления - начальника Департамента [ORGANIZATION] [PERSON] 6 февраля [DATE_TIME] в [TIME] запланировано проведение заседания Стратегического (Временного оперативного) штаба по решению вопросов, связанных с реализацией проекта поставок природного газа из [COUNTRY] в [COUNTRY] по далневосточному маршруту (далее – Штаб) в формате видеоконференции. Просим обеспечить участие в заседании членов Штаба в соответствии с приложением к приказу [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] и направить в Департамент [NUMBER] ([PERSON]) списки участников и данные для подключения в соответствии с формой Приложения No [NUMBER] не позднее [TIME] [DATE_TIME], а также презентационные материалы в соответствии с проектом повестки Приложения No [NUMBER] на адрес электронной почты: [CONTACT] и [CONTACT]. Приложение: 1. Проект повестки заседания Штаба на [NUMBER] л.; 2. Форма списка участников на [NUMBER] л.; 3. Список рассылки на [NUMBER] л. [PERSON] [PERSON] [CONTACT]",Генеральный директор
"АКЦИОНЕРНОЕ ОБЩЕСТВО ЮТэйр – Вертолетные услуги [DATE_TIME] No [DOCUMENT_NUMBER] На No от Генеральному директору [ORGANIZATION] [PERSON] Об открытии Мемориала Уважаемый [PERSON]! В память о тюменских авиаторах, отдавших свои жизни за Победу в Великой Отечественной войне, в год 80-летия Победы, на территории аэропорта Плеханово состоится открытие Мемориала, на котором увековечены имена сорока одного тюменского авиатора, не вернувшегося с войны. Трое были удостоены звания Героя Советского Союза. Мемориал станет символом вечной благодарности героям, сражавшимся за нашу Родину. Открытие Мемориала состоится [DATE_TIME] в [TIME] час. по адресу: [LOCATION]. Приглашаю Вас принять участие в торжественной церемонии открытия Мемориала. Генеральный директор [PERSON]. Исп.: [PERSON]. Тел.: [CONTACT]. Адрес для направления корреспонденции: [LOCATION], e-mail: [CONTACT].",Генеральный директор
"[ORGANIZATION] адрес для почтовой корреспонденции: [LOCATION] юридический адрес: пр-кт Лахтинский, д. 2, корп. 3, стр. 1, вн.тер.г. муниципальный округ Лахта-Ольгино, г. [LOCATION], [ZIP_CODE] тел.: [CONTACT], e-mail: [CONTACT] ОКПО [ID], ОГРН [DOCUMENT_NUMBER], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [ORGANIZATION] предоставлении информации Уважаемый [PERSON]! Уважаемый [PERSON]! Во исполнение поручения Председателя Правления ПАО [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] о назначении [ORGANIZATION] центром ответственности за проведение экспертизы ПАО [ORGANIZATION] по объектам, реализуемым компаниями и субхолдингами Группы [ORGANIZATION], между [ORGANIZATION] и [ORGANIZATION] заключен договор на оказание услуг по проведению экспертизы от [DATE_TIME] No [DOCUMENT_NUMBER] (далее – Договор). Заказом No [NUMBER] к Договору предусмотрено проведение экспертизы проектной документации (далее – ПД) объекта [OBJECT] – [OBJECT] – [OBJECT] – [OBJECT] – [OBJECT] – [OBJECT] – [OBJECT] – [OBJECT] – [OBJECT] – [OBJECT] – [OBJECT] – [OBJECT] – [OBJECT] – [OBJECT] – [OBJECT] – [OBJECT] – [OBJECT] – [OBJECT] – [OBJECT] – [OBJECT] –",Генеральный директор
"[ORGANIZATION] [LOCATION] тел.: [CONTACT], e-mail: [CONTACT] р/с [FINANCIAL_DATA] в отделении No [NUMBER] [ORGANIZATION] г. [LOCATION], БИК [ID] к/с [FINANCIAL_DATA] ИНН [ID] ОГРН [DOCUMENT_NUMBER] [DATE_TIME] No [NUMBER] На No от Генеральному директору [ORGANIZATION] [PERSON] Сопроводительное письмо Направляем в Ваш адрес следующие Приложения: 1. Письмо [ORGANIZATION] Генеральному директору [ORGANIZATION] 2. Информация по достижениям спортсменов 3. Сметные расчеты по ремонту манежа. С уважением, Председатель [PERSON]",Генеральный директор
"[ORGANIZATION] Публичное акционерное общество [ORGANIZATION] ([ORGANIZATION]) Адрес для почтовой корреспонденции: БОКС No 1255, [LOCATION], [DATE_TIME] Юридический адрес: [LOCATION], [CONTACT], факс: [CONTACT], телекс: [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION] ОКПО [ID], ОГРН [ID], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от Генеральному директору [ORGANIZATION] [PERSON] О трубной продукции Уважаемый [PERSON]! В настоящее время [ORGANIZATION] в рамках реализации Проекта [OBJECT] разрабатывает трудноизвлекаемые ачимовские залежи участка [OBJECT], содержащего в своем составе коррозионно-агрессивный компонент диоксид углерода (CO2). Вместе с тем, сообщаю Вам, что в рамках проведения опытно-промышленных испытаний трубной продукции мартенситного класса группы прочности X80 тип 13Cr (далее - Трубная продукция) для условий ачимовских отложений [OBJECT] на [OBJECT] филиала [ORGANIZATION] п [ORGANIZATION] проведен с положительным результатом первый этап испытаний трубопроводов обвязок газоконденсатных скважин. Учитывая результаты испытаний, Трубная продукция группы прочности X80 тип 13Cr представляется перспективной к применению для обеспечения защиты стальных трубопроводов от углекислотной коррозии ачимовских отложений [OBJECT]. Исходя из изложенного, прошу Вас направить в срок до [DATE_TIME] в Департамент [ORGANIZATION] ([PERSON]): информационную справку о реализованных мероприятиях и проектных решениях по защите от углекислотной коррозии объектов участка [OBJECT]; мнение о возможности применения Трубной продукции группы прочности X80 тип 13Cr на объектах участка [OBJECT]. Приложение: результаты испытаний на 10 л. Член Правления, начальник Департамента [PERSON] [CONTACT] [PERSON]",Генеральный директор
"[ADMINISTRATION] [LOCATION] [CONTACT] [DATE_TIME] No[DOCUMENT_NUMBER] на [ORGANIZATION] [PERSON] Уважаемый [PERSON]! В [DATE_TIME] [REGION] отмечает юбилейную [NUMBER]-ю годовщину со дня своего основания. Этот праздник станет важным событием для всего населения района, направленный на сохранение уникальных исторические корней и традиционного уклада жизни коренных малочисленных народов Севера. Цель мероприятия сохранить и передать следующим поколениям богатое наследие местных народов, поддержать развитие культурных традиций и повысить интерес общества к истории родного края. Проведение праздника на соответствующем уровне требует значительных ресурсов, необходимых для подготовки, организации торжественных и культурно-массовых мероприятий. Исходя из вышеизложенного, [ADMINISTRATION] просит Вас оказать содействие в проведении данного мероприятия и рассмотреть возможность оказания благотворительной помощи в размере [FINANCIAL_DATA]. При положительном решении денежные средства просим перечислить на расчетный счет [ORGANIZATION]. Приложение: карточка предприятия С уважением, [PERSON]",Генеральный директор
"[ORGANIZATION] Публичное акционерное общество [ORGANIZATION] Адрес для почтовой корреспонденции: [LOCATION] Юридический адрес: [LOCATION] тел.: [CONTACT], факс: [CONTACT], телекс: [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION] ОКПО [ID], ОГРН [ID], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на [FINANCIAL_DATA] _**от** _** О направлении протокола совещания от [DATE_TIME] No [DOCUMENT_NUMBER] Уважаемые коллеги! Направляем для исполнения утвержденный протокол совещания по рассмотрению результатов экспертизы предложений [ORGANIZATION] по разработке [OBJECT] и [OBJECT]. Приложение: 1. Протокол совещания от [DATE_TIME] No [DOCUMENT_NUMBER] с приложениями, всего на [FINANCIAL_DATA] л. 2. Список рассылки на [FINANCIAL_DATA] л. Член Правления, начальник Департамента [PERSON] [PERSON] [CONTACT]",Генеральный директор
"[ORGANIZATION] [LOCATION] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT] www.[ORGANIZATION] ОКПО [ID], ОГРН [DOCUMENT_NUMBER], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на [DOCUMENT_NUMBER] от [PERSON] Заместителю генерального директора по строительству и эксплуатации скважин [ORGANIZATION] [PERSON] Генеральному директору [ORGANIZATION] [PERSON] О согласовании работ Уважаемые руководители! В адрес [ORGANIZATION] поступило обращение [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] О согласовании работ с просьбой рассмотреть возможность согласования включения участка недр [OBJECT] в [OBJECT] и последующей разведки и добычи общераспространенных полезных ископаемых на участке недр, расположенного на территории [LOCATION] в контуре действующей лицензии [DOCUMENT_NUMBER] на участке недр [OBJECT], со сроком действия до [DATE_TIME], выданной [ORGANIZATION]. Прошу Вас в срок до [DATE_TIME] рассмотреть обращение и дать заключение о возможности предварительного согласования проведения работ на участке недр [OBJECT]. Приложение: по тексту на [FINANCIAL_DATA] в [FINANCIAL_DATA] Заместитель генерального директора- главный геолог [PERSON] [CONTACT] [PERSON] Документ подписан электронной подписью Сертификат: [ID] Владелец: [PERSON] Действителен: с [DATE_TIME] по [DATE_TIME]",Генеральный директор
"[ORGANIZATION], [LOCATION] Тел.: [CONTACT] info@[ORGANIZATION].ru www.[ORGANIZATION].ru Исх. No [DOCUMENT_NUMBER] от [DATE_TIME] Генеральному директору [ORGANIZATION] [PERSON] Уважаемый [PERSON]! Компания [ORGANIZATION] - российское предприятие, образованное в [DATE_TIME], занимающееся подбором технических решений и производством высококачественных материалов строительной химии. Производство локализовано в Российской Федерации, компания обладает пятью производственно-логистическими комплексами с лабораториями качества на каждом заводе ([LOCATION]). Общая производственная мощность предприятия более 500 000 тонн продукции в год. Компания имеет представительства в Республике Казахстан и Республике Белоруссия. Предлагаем Вам рассмотреть к применению на объектах наши технологии и материалы, использующиеся для: * уплотнения и связывания грунтов (в том числе многолетнемерзлых), повышения прочности грунтовых оснований, химического подъема конструкций и крупнотоннажного оборудования; * устройств защитных покрытий нефтепроводов, нефтетранспортеров; * устройств гидроизоляции крыш, бассейнов градирен; * устройств защитных покрытий комплексных объектов сооружений; * устройств защитных покрытий элементов сооружений парковых зон; [ORGANIZATION] ОГРН [ID] ИНН [ID] КПП [ID] р/сч [FINANCIAL_DATA] В Филиал [ORGANIZATION] в [LOCATION] К/сч [FINANCIAL_DATA] БИК [ID] Код по ОКПО: [ID] Код по ОКОНХ: [ID]. 1 из 2 Наши технические решения уже были успешно применены в проектах [OBJECT] (Газпром), [OBJECT] (Газпром), [OBJECT] (Газпром), [OBJECT] (Сибур), [OBJECT] (Сибур), [OBJECT], [OBJECT], а также на множестве объектов энергетики и гидротехники (ТЭЦ, ГЭС). В связи с вышеизложенным, предлагаем провести личную встречу с нашими специалистами для более детального разбора необходимых вам решений. Уверены, что использование наших материалов повысит надежность и долговечность строящихся и эксплуатируемых сооружений. С уважением, Генеральный директор [PERSON]. [ORGANIZATION] [LOCATION] Исполнитель: [PERSON] Региональный представитель [ORGANIZATION] Инфраструктурное и промышленное строительство в СФО и УрФО Моб.: [CONTACT] Эл. почта: [CONTACT] [ORGANIZATION] ОГРН [ID] ИНН [ID] КПП [ID] р/сч [FINANCIAL_DATA] В Филиал [ORGANIZATION] в [LOCATION] К/сч [FINANCIAL_DATA] БИК [ID] Код по ОКПО: [ID] Код по ОКОНХ: [ID]. 2 мз 2",Генеральный директор
"[ORGANIZATION] Публичное акционерное общество [ORGANIZATION] ([ORGANIZATION]) Адрес для почтовой корреспонденции: БОКС No1255, [LOCATION], [DATE_TIME] Юридический адрес: [LOCATION], [DATE_TIME] тел.: [CONTACT], факс: [CONTACT], телекс: [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION] ОКПО [ID], ОГРН [ID], ИНН [ID], КПП [ID] на No** от**_ О приемке затрат по объектам [OBJECT] и [OBJECT] Уважаемый [PERSON]! Уважаемый [PERSON]! В соответствии с протоколом очного заседания Экспертного совета [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] Об исполнении поручений Председателя Правления [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] по передаче проектов обустройства газовой части [OBJECT] и [OBJECT] принято решение о приостановке с [DATE_TIME] всех видов работ по обустройству газовой части [OBJECT] и [OBJECT] (за исключением части работ по инженерной подготовке и эксплуатационному бурению скважин) и принятии фактически выполненных работ в соответствии с условиями заключенных договоров и дополнительных соглашений в срок до [DATE_TIME]. Сообщаем о том, что [ORGANIZATION] принято решение о приостановке приемки затрат по выполненным работам (оказанным услугам) за счет средств инвестиционной программы [ORGANIZATION], в том числе работ по инженерной подготовке площадок [OBJECT], [OBJECT], [OBJECT], [OBJECT] к [OBJECT] [OBJECT], [OBJECT] и [OBJECT], а также работ по бурению и освоению скважин No [FINANCIAL_DATA] [OBJECT] и No [FINANCIAL_DATA] [OBJECT] [OBJECT], выполненных с [DATE_TIME]. Учитывая вышеизложенное, прошу организовать проведение соответствующих мероприятий для обеспечения приемки фактически выполненных работ (оказанных услуг) начиная с [DATE_TIME]. Генеральному директору [ORGANIZATION] [PERSON] Генеральному директору [ORGANIZATION] [PERSON] 2 по обустройству газовой части [OBJECT] и [OBJECT] в рамках инвестиционной программы [ORGANIZATION] нефть. Начальник Департамента [PERSON] [PERSON] [CONTACT]",Генеральный директор
[ORGANIZATION] [ORGANIZATION] [LOCATION] [CONTACT] [DOCUMENT_NUMBER] [PERSON] [PERSON] [PERSON] [DATE_TIME] [DATE_TIME,Генеральный директор
"[ORGANIZATION] Инвест [ORGANIZATION] (ООО [ORGANIZATION] Инвест) [BRANCH] Ноябрьск Генеральному директору [ORGANIZATION] Газпромнефть-Заполярье [PERSON] Генеральному директору [ORGANIZATION] РусГазБурение [PERSON] Генеральному директору [ORGANIZATION] Газстройпром [PERSON] О формировании соглашений о перемене стороны Уважаемый [PERSON]! В соответствии с пунктами 5 и 7 Протокола очного заседания Экспертного совета [ORGANIZATION] Газпром от [DATE_TIME] No [DOCUMENT_NUMBER] в срок до [DATE_TIME] необходимо заключить соглашения о перемене стороны (далее - СОПС) к действующим договорам, заключенным [ORGANIZATION] Инвест с [ORGANIZATION] РусГазБурение, [ORGANIZATION] Газстройпром, по реализации газовой части Тас-Юряхского и Верхневилючанского месторождений (далее – [OBJECT]). Ранее в Ваш адрес направлено письмо от [DATE_TIME] No [DOCUMENT_NUMBER] с просьбой о формировании и направлении в адрес [ORGANIZATION] Инвест надлежащим образом оформленных СОПС к договорам. До настоящего времени указанные документы в адрес [ORGANIZATION] Инвест не предоставлены. В связи с тем, что с [DATE_TIME] затраты по выполненным работам и оказанным услугам в рамках договоров на реализацию вышеуказанных объектов должны осуществляться силами [ORGANIZATION] Газпромнефть-Заполярье, повторно просим направить в адрес [ORGANIZATION] Инвест надлежащим образом оформленные СОПС. Заместитель директора по экономике и финансам [PERSON] доб. [CONTACT] Документ подписан электронной подписью Сертификат [ID] Владелец [PERSON] [ID] Действителен с [DATE_TIME] по [DATE_TIME] N [DOCUMENT_NUMBER] от [DATE_TIME]",Генеральный директор
"[ORGANIZATION] [PERSON] Согласовано: [PERSON] [DATE_TIME] Исх. от [DATE_TIME] No [DOCUMENT_NUMBER] Уважаемый [PERSON]! [ORGANIZATION] просит Вас рассмотреть возможность оказания помощи и предоставить [OBJECT] для выравнивания поверхности дорог и разработки водоотводных каналов вдоль дорог на территории [LOCATION]. С уважением, [PERSON]",Генеральный директор
"[ORGANIZATION] Руководителям дочерних обществ [ORGANIZATION] (по списку) Адрес для почтовой корреспонденции: БОКС No 1255, [LOCATION], [DATE_TIME] Юридический адрес: [LOCATION], [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION] ОКПО [ID], ОГРН [ID], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [PERSON] представлении отчетов и проектной документации Уважаемые руководители! С целью планирования представления объектов изменения состояния запасов углеводородного сырья и формирования графика представления технологических проектных документов на разработку месторождений углеводородного сырья (далее - ПТД) для проведения государственной экспертизы запасов углеводородного сырья и согласования ЦКР Роснедр по УВС в [DATE_TIME] году, а также в связи с запросом [ORGANIZATION], просим Вас в срок до [DATE_TIME] направить в Департамент [ORGANIZATION] ([PERSON]) следующие табличные формы: - отдельные ПТД (ИЗ), ПТД совместно с отчетами по подсчету запасов (ИЗПЗ), ПТД совместно с отчетом по оперативному изменению состояния запасов (ИЗОПЗ) по форме приложения 1; - отчеты по оперативному изменению состояния запасов (ОПЗ), по форме приложения 2. С учетом сроков проведения экспертизы запасов углеводородного сырья согласно Правилам проведения государственной экспертизы запасов полезных ископаемых и подземных вод, геологической информации о предоставляемых в пользование участках недр, определения размера и порядка взимания платы за ее проведение1, срок проведения государственной экспертизы запасов составляет 45 рабочих дней, без учета сроков ее приостановки и продления. С учетом изложенного, представление проектной документации на разработку месторождений углеводородного сырья на согласование ЦКР Роснедр по УВС в случае необходимости корректировки показателей, предусмотренных подпунктами а-в пункта 5.1. Правил разработки месторождений углеводородного сырья2, соответствующие изменения в ранее 1 Утверждены постановлением Правительства Российской Федерации от [DATE_TIME] г. No [DOCUMENT_NUMBER]. 2 Утверждены приказом Минприроды России от [DATE_TIME] г. [FINANCIAL_DATA] согласованные проектные документы на разработку месторождений углеводородного сырья рекомендуется представлять на рассмотрение и согласование ЦКР Роснедр по УВС не позднее окончания первого полугодия текущего года. Информацию в электронном виде просим направлять на адреса: [CONTACT]. Приложение: 1. Письмо [ORGANIZATION] на [DATE_TIME]; 2. Приложение 1 на [DATE_TIME]; 3. Приложение 2 на [DATE_TIME]; 4. Список рассылки на [DATE_TIME]. [PERSON], начальник Департамента [PERSON] [PERSON] ([CONTACT])",Генеральный директор
